ksic_code,ksic_name,kapp_industry_tag,industry_label_ko,primary_jf_code,secondary_jf_codes,ib_scenario_key,mapping_method,review_status
23991,아스팔트 콘크리트 및 혼합제품 제조업,MANUFACTURING,제조업,JF_MFG_01,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
23992,연마재 제조업,MANUFACTURING,제조업,JF_MFG_01,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
23993,비금속광물 분쇄물 생산업,MANUFACTURING,제조업,JF_MFG_01,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
23994,암면 및 유사제품 제조업,MANUFACTURING,제조업,JF_MFG_01,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
23995,탄소섬유 제조업,MANUFACTURING,제조업,JF_MFG_01,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
23999,그 외 기타 분류 안된 비금속 광물제품 제조업,MANUFACTURING,제조업,JF_MFG_01,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
24111,제철업,MANUFACTURING,제조업,JF_MFG_10,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
24112,제강업,MANUFACTURING,제조업,JF_MFG_01,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
24113,합금철 제조업,MANUFACTURING,제조업,JF_MFG_01,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
24119,기타 제철 및 제강업,MANUFACTURING,제조업,JF_MFG_01,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
24121,열간 압연 및 압출 제품 제조업,MANUFACTURING,제조업,JF_MFG_01,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
24122,냉간 압연 및 압출 제품 제조업,MANUFACTURING,제조업,JF_MFG_01,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
24123,철강선 제조업,MANUFACTURING,제조업,JF_MFG_01,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
24131,주철관 제조업,MANUFACTURING,제조업,JF_MFG_01,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
24132,강관 제조업,MANUFACTURING,제조업,JF_MFG_01,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
24133,강관 가공품 및 관 연결구류 제조업,MANUFACTURING,제조업,JF_MFG_01,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
24191,"도금, 착색 및 기타 표면처리강재 제조업",MANUFACTURING,제조업,JF_MFG_01,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
24199,그 외 기타 1차 철강 제조업,MANUFACTURING,제조업,JF_MFG_01,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
24211,"동 제련, 정련 및 합금 제조업",MANUFACTURING,제조업,JF_MFG_01,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
24212,"알루미늄 제련, 정련 및 합금 제조업",MANUFACTURING,제조업,JF_MFG_01,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
24213,"연 및 아연 제련, 정련 및 합금 제조업",MANUFACTURING,제조업,JF_MFG_01,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
24219,"기타 비철금속 제련, 정련 및 합금 제조업",MANUFACTURING,제조업,JF_MFG_01,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
24221,"동 압연, 압출 및 연신제품 제조업",MANUFACTURING,제조업,JF_MFG_01,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
24222,"알루미늄 압연, 압출 및 연신제품 제조업",MANUFACTURING,제조업,JF_MFG_01,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
24229,"기타 비철금속 압연, 압출 및 연신 제품 제조업",MANUFACTURING,제조업,JF_MFG_01,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
24290,기타 1차 비철금속 제조업,MANUFACTURING,제조업,JF_MFG_10,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
24311,선철주물 주조업,MANUFACTURING,제조업,JF_MFG_10,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
24312,강주물 주조업,MANUFACTURING,제조업,JF_MFG_10,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
24321,알루미늄주물 주조업,MANUFACTURING,제조업,JF_MFG_10,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
24329,기타 비철금속 주조업,MANUFACTURING,제조업,JF_MFG_10,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
25111,"금속 문, 창, 셔터 및 관련제품 제조업",MANUFACTURING,제조업,JF_MFG_10,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
25112,구조용 금속 판제품 및 공작물 제조업,MANUFACTURING,제조업,JF_MFG_10,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
25113,육상 금속 골조 구조재 제조업,MANUFACTURING,제조업,JF_MFG_10,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
25114,수상 금속 골조 구조재 제조업,MANUFACTURING,제조업,JF_MFG_10,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
25119,기타 구조용 금속제품 제조업,MANUFACTURING,제조업,JF_MFG_10,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
25121,산업용 난방보일러 및 방열기 제조업,MANUFACTURING,제조업,JF_MFG_10,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
25122,금속탱크 및 저장용기 제조업,MANUFACTURING,제조업,JF_MFG_10,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
25123,압축 및 액화 가스용기 제조업,MANUFACTURING,제조업,JF_MFG_10,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
25130,핵반응기 및 증기보일러 제조업,MANUFACTURING,제조업,JF_MFG_10,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
25200,무기 및 총포탄 제조업,MANUFACTURING,제조업,JF_MFG_10,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
25911,분말 야금제품 제조업,MANUFACTURING,제조업,JF_MFG_10,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
25912,금속 단조제품 제조업,MANUFACTURING,제조업,JF_MFG_10,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
25913,자동차용 금속 압형제품 제조업,MANUFACTURING,제조업,JF_MFG_10,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
25914,그 외 금속 압형제품 제조업,MANUFACTURING,제조업,JF_MFG_10,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
25921,금속 열처리업,MANUFACTURING,제조업,JF_MFG_10,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
25922,도금업,MANUFACTURING,제조업,JF_MFG_10,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
25923,도장 및 기타 피막처리업,MANUFACTURING,제조업,JF_MFG_10,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
25924,절삭가공 및 유사처리업,MANUFACTURING,제조업,JF_MFG_10,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
25929,그 외 기타 금속가공업,MANUFACTURING,제조업,JF_MFG_10,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
25931,날붙이 제조업,MANUFACTURING,제조업,JF_MFG_10,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
25932,일반철물 제조업,MANUFACTURING,제조업,JF_MFG_10,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
25933,비동력식 수공구 제조업,MANUFACTURING,제조업,JF_MFG_10,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
25934,톱 및 호환성 공구 제조업,MANUFACTURING,제조업,JF_MFG_10,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
25941,볼트 및 너트류 제조업,MANUFACTURING,제조업,JF_MFG_10,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
25942,그 외 금속파스너 및 나사제품 제조업,MANUFACTURING,제조업,JF_MFG_10,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
25943,금속 스프링 제조업,MANUFACTURING,제조업,JF_MFG_10,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
25944,금속선 가공제품 제조업,MANUFACTURING,제조업,JF_MFG_10,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
25991,금속 캔 및 기타 포장용기 제조업,MANUFACTURING,제조업,JF_MFG_10,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
25992,수동식 식품 가공기기 및 금속 주방용기 제조업,MANUFACTURING,제조업,JF_MFG_10,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
25993,금속 위생용품 제조업,MANUFACTURING,제조업,JF_MFG_10,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
25994,금속 표시판 제조업,MANUFACTURING,제조업,JF_MFG_10,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
25995,피복 및 충전 용접봉 제조업,MANUFACTURING,제조업,JF_MFG_10,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
25999,그 외 기타 분류 안된 금속 가공 제품 제조업,MANUFACTURING,제조업,JF_MFG_10,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
26111,메모리용 전자집적회로 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
26112,비메모리용 및 기타 전자집적회로 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
26121,발광 다이오드 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
26129,기타 반도체소자 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
26211,액정 표시장치 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
26212,유기발광 표시장치 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
26219,기타 표시장치 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
26221,인쇄회로기판용 적층판 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
26222,경성 인쇄회로기판 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
26223,연성 및 기타 인쇄회로기판 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
26224,전자부품 실장기판 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
26291,전자축전기 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
26292,전자저항기 및 전자카드 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
26293,"전자코일, 변성기 및 기타 전자 유도자 제조업",MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
26294,전자감지장치 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
26299,그 외 기타 전자부품 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
26310,컴퓨터 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
26321,기억장치 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
26322,컴퓨터 모니터 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
26323,컴퓨터 프린터 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
26329,기타 주변기기 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
26410,유선 통신장비 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
26421,방송장비 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
26422,이동전화기 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
26429,기타 무선 통신장비 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
26511,텔레비전 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
26519,비디오 및 기타 영상기기 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
26521,"라디오, 녹음 및 재생 기기 제조업",MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
26529,기타 음향기기 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
26600,마그네틱 및 광학 매체 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
27111,방사선 장치 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
27112,전기식 진단 및 요법 기기 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
27191,치과용 기기 제조업,MANUFACTURING,제조업,JF_MFG_01,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
27192,치과기공물 제조업,MANUFACTURING,제조업,JF_MFG_01,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
27193,치과용 임플란트 제조업,MANUFACTURING,제조업,JF_MFG_01,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
27194,정형 외과용 및 신체 보정용 기기 제조업,MANUFACTURING,제조업,JF_MFG_01,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
27195,안경 및 안경렌즈 제조업,MANUFACTURING,제조업,JF_MFG_01,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
27196,의료용 가구 제조업,MANUFACTURING,제조업,JF_MFG_01,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
27199,그 외 기타 의료용 기기 제조업,MANUFACTURING,제조업,JF_MFG_01,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
27211,"레이더, 항행용 무선기기 및 측량기구 제조업",MANUFACTURING,제조업,JF_MFG_08,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
27212,"전자기 측정, 시험 및 분석기구 제조업",MANUFACTURING,제조업,JF_MFG_08,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
27213,"물질 검사, 측정 및 분석기구 제조업",MANUFACTURING,제조업,JF_MFG_08,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
27214,속도계 및 적산계기 제조업,MANUFACTURING,제조업,JF_MFG_08,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
27215,기기용 자동측정 및 제어장치 제조업,MANUFACTURING,제조업,JF_MFG_08,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
27216,산업처리공정 제어장비 제조업,MANUFACTURING,제조업,JF_MFG_08,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
27219,"기타 측정, 시험, 항해, 제어 및 정밀기기 제조업",MANUFACTURING,제조업,JF_MFG_08,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
27220,시계 및 시계부품 제조업,MANUFACTURING,제조업,JF_MFG_01,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
27301,광학렌즈 및 광학요소 제조업,MANUFACTURING,제조업,JF_MFG_01,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
27309,기타 광학기기 및 사진기 제조업,MANUFACTURING,제조업,JF_MFG_01,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
28111,전동기 및 발전기 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
28112,변압기 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
28113,에너지 저장장치 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
28119,기타 전기 변환장치 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
28121,"전기회로 개폐, 보호장치 제조업",MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
28122,전기회로 접속장치 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
28123,배전반 및 전기 자동제어반 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
28201,일차전지 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
28202,운송장비용 이차전지 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
28209,기타 이차전지 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
28301,광섬유 케이블 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
28302,기타 절연선 및 케이블 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
28303,절연 코드세트 및 기타 도체 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
28410,전구 및 램프 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
28421,운송장비용 조명장치 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
28422,일반용 전기 조명장치 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
28423,전시 및 광고용 조명장치 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
28429,기타 조명장치 제조업,MANUFACTURING,제조업,JF_MFG_05,"JF_MFG_02,JF_MFG_05,JF_MFG_06,JF_MFG_09,JF_MFG_03",MANUFACTURING,industry_rule,confirmed
