code,name,name_official,name_clean,level,level_num,is_leaf,parent_code,major_code,middle_code,minor_code,detail_code,subdetail_code,major_name,middle_name,minor_name,detail_name,subdetail_name,major_name_filled,path_codes,path_names,kapp_industry_tag,industry_label_ko,diagnostic_unit,is_demo_target,context_level,excluded_flag,ncs_unit_code,ksco_code,keco_code,onet_soc_code,wage_survey_code,benchmark_group,benchmark_avg_K,benchmark_avg_A,benchmark_avg_P1,benchmark_avg_P2,benchmark_p10_total,key_skills,skill_industry_avg,career_path_mid,career_path_far
620,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",minor,3,False,62,6,62.0,620.0,,,정보통신업,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,정보통신업,6/62/620," / 컴퓨터 프로그래밍, 시스템 통합 및 관리업 / 컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT_TECH,정보통신업 (IT),False,True,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,68.0,62.0,60.0,65.0,84.0,TBD,TBD,TBD,TBD
631,"자료 처리, 호스팅, 포털 및 기타 인터넷 정보 매개 서비스업","자료 처리, 호스팅, 포털 및 기타 인터넷 정보 매개 서비스업","자료 처리, 호스팅, 포털 및 기타 인터넷 정보 매개 서비스업",minor,3,False,63,6,63.0,631.0,,,정보통신업,정보서비스업,"자료 처리, 호스팅, 포털 및 기타 인터넷 정보 매개 서비스업",,,정보통신업,6/63/631," / 정보서비스업 / 자료 처리, 호스팅, 포털 및 기타 인터넷 정보 매개 서비스업",IT_TECH,정보통신업 (IT),False,True,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,68.0,62.0,60.0,65.0,84.0,TBD,TBD,TBD,TBD
639,기타 정보 서비스업,기타 정보 서비스업,기타 정보 서비스업,minor,3,False,63,6,63.0,639.0,,,정보통신업,정보서비스업,기타 정보 서비스업,,,정보통신업,6/63/639, / 정보서비스업 / 기타 정보 서비스업,IT_TECH,정보통신업 (IT),False,True,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,68.0,62.0,60.0,65.0,84.0,TBD,TBD,TBD,TBD
641,은행 및 저축기관,은행 및 저축기관,은행 및 저축기관,minor,3,False,64,6,64.0,641.0,,,금융 및 보험업,금융업,은행 및 저축기관,,,금융 및 보험업,6/64/641, / 금융업 / 은행 및 저축기관,FINANCE,금융·보험업,False,True,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,70.0,64.0,65.0,60.0,86.0,TBD,TBD,TBD,TBD
642,신탁업 및 집합 투자업,신탁업 및 집합 투자업,신탁업 및 집합 투자업,minor,3,False,64,6,64.0,642.0,,,금융 및 보험업,금융업,신탁업 및 집합 투자업,,,금융 및 보험업,6/64/642, / 금융업 / 신탁업 및 집합 투자업,FINANCE,금융·보험업,False,True,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,70.0,64.0,65.0,60.0,86.0,TBD,TBD,TBD,TBD
649,기타 금융업,기타 금융업,기타 금융업,minor,3,False,64,6,64.0,649.0,,,금융 및 보험업,금융업,기타 금융업,,,금융 및 보험업,6/64/649, / 금융업 / 기타 금융업,FINANCE,금융·보험업,False,True,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,70.0,64.0,65.0,60.0,86.0,TBD,TBD,TBD,TBD
651,보험업,보험업,보험업,minor,3,False,65,6,65.0,651.0,,,금융 및 보험업,보험업,보험업,,,금융 및 보험업,6/65/651, / 보험업 / 보험업,FINANCE,금융·보험업,False,True,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,70.0,64.0,65.0,60.0,86.0,TBD,TBD,TBD,TBD
652,재보험업,재보험업,재보험업,minor,3,False,65,6,65.0,652.0,,,금융 및 보험업,보험업,재보험업,,,금융 및 보험업,6/65/652, / 보험업 / 재보험업,FINANCE,금융·보험업,False,True,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,70.0,64.0,65.0,60.0,86.0,TBD,TBD,TBD,TBD
653,공제업,공제업,공제업,minor,3,False,65,6,65.0,653.0,,,금융 및 보험업,보험업,공제업,,,금융 및 보험업,6/65/653, / 보험업 / 공제업,FINANCE,금융·보험업,False,True,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,70.0,64.0,65.0,60.0,86.0,TBD,TBD,TBD,TBD
661,금융 지원 서비스업,금융 지원 서비스업,금융 지원 서비스업,minor,3,False,66,6,66.0,661.0,,,금융 및 보험업,금융 및 보험관련 서비스업,금융 지원 서비스업,,,금융 및 보험업,6/66/661, / 금융 및 보험관련 서비스업 / 금융 지원 서비스업,FINANCE,금융·보험업,False,True,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,70.0,64.0,65.0,60.0,86.0,TBD,TBD,TBD,TBD
662,보험 및 연금관련 서비스업,보험 및 연금관련 서비스업,보험 및 연금관련 서비스업,minor,3,False,66,6,66.0,662.0,,,금융 및 보험업,금융 및 보험관련 서비스업,보험 및 연금관련 서비스업,,,금융 및 보험업,6/66/662, / 금융 및 보험관련 서비스업 / 보험 및 연금관련 서비스업,FINANCE,금융·보험업,False,True,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,70.0,64.0,65.0,60.0,86.0,TBD,TBD,TBD,TBD
681,부동산 임대 및 공급업,부동산 임대 및 공급업,부동산 임대 및 공급업,minor,3,False,68,6,68.0,681.0,,,부동산업,부동산업,부동산 임대 및 공급업,,,부동산업,6/68/681, / 부동산업 / 부동산 임대 및 공급업,REAL_ESTATE,부동산업,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,,,,,,TBD,TBD,TBD,TBD
682,부동산관련 서비스업,부동산관련 서비스업,부동산관련 서비스업,minor,3,False,68,6,68.0,682.0,,,부동산업,부동산업,부동산관련 서비스업,,,부동산업,6/68/682, / 부동산업 / 부동산관련 서비스업,REAL_ESTATE,부동산업,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,,,,,,TBD,TBD,TBD,TBD
701,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,minor,3,False,70,7,70.0,701.0,,,"전문, 과학 및 기술 서비스업",연구개발업,자연과학 및 공학 연구개발업,,,"전문, 과학 및 기술 서비스업",7/70/701, / 연구개발업 / 자연과학 및 공학 연구개발업,PROFESSIONAL_SVC,전문·과학·기술 서비스,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,69.0,65.0,63.0,63.0,85.0,TBD,TBD,TBD,TBD
702,인문 및 사회과학 연구개발업,인문 및 사회과학 연구개발업,인문 및 사회과학 연구개발업,minor,3,False,70,7,70.0,702.0,,,"전문, 과학 및 기술 서비스업",연구개발업,인문 및 사회과학 연구개발업,,,"전문, 과학 및 기술 서비스업",7/70/702, / 연구개발업 / 인문 및 사회과학 연구개발업,PROFESSIONAL_SVC,전문·과학·기술 서비스,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,69.0,65.0,63.0,63.0,85.0,TBD,TBD,TBD,TBD
711,법무관련 서비스업,법무관련 서비스업,법무관련 서비스업,minor,3,False,71,7,71.0,711.0,,,"전문, 과학 및 기술 서비스업",전문 서비스업,법무관련 서비스업,,,"전문, 과학 및 기술 서비스업",7/71/711, / 전문 서비스업 / 법무관련 서비스업,PROFESSIONAL_SVC,전문·과학·기술 서비스,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,69.0,65.0,63.0,63.0,85.0,TBD,TBD,TBD,TBD
712,회계 및 세무관련 서비스업,회계 및 세무관련 서비스업,회계 및 세무관련 서비스업,minor,3,False,71,7,71.0,712.0,,,"전문, 과학 및 기술 서비스업",전문 서비스업,회계 및 세무관련 서비스업,,,"전문, 과학 및 기술 서비스업",7/71/712, / 전문 서비스업 / 회계 및 세무관련 서비스업,PROFESSIONAL_SVC,전문·과학·기술 서비스,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,69.0,65.0,63.0,63.0,85.0,TBD,TBD,TBD,TBD
713,광고업,광고업,광고업,minor,3,False,71,7,71.0,713.0,,,"전문, 과학 및 기술 서비스업",전문 서비스업,광고업,,,"전문, 과학 및 기술 서비스업",7/71/713, / 전문 서비스업 / 광고업,PROFESSIONAL_SVC,전문·과학·기술 서비스,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,69.0,65.0,63.0,63.0,85.0,TBD,TBD,TBD,TBD
714,시장 조사 및 여론 조사업,시장 조사 및 여론 조사업,시장 조사 및 여론 조사업,minor,3,False,71,7,71.0,714.0,,,"전문, 과학 및 기술 서비스업",전문 서비스업,시장 조사 및 여론 조사업,,,"전문, 과학 및 기술 서비스업",7/71/714, / 전문 서비스업 / 시장 조사 및 여론 조사업,PROFESSIONAL_SVC,전문·과학·기술 서비스,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,69.0,65.0,63.0,63.0,85.0,TBD,TBD,TBD,TBD
715,회사 본부 및 경영 컨설팅 서비스업,회사 본부 및 경영 컨설팅 서비스업,회사 본부 및 경영 컨설팅 서비스업,minor,3,False,71,7,71.0,715.0,,,"전문, 과학 및 기술 서비스업",전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,,,"전문, 과학 및 기술 서비스업",7/71/715, / 전문 서비스업 / 회사 본부 및 경영 컨설팅 서비스업,PROFESSIONAL_SVC,전문·과학·기술 서비스,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,69.0,65.0,63.0,63.0,85.0,TBD,TBD,TBD,TBD
716,기타 전문 서비스업,기타 전문 서비스업,기타 전문 서비스업,minor,3,False,71,7,71.0,716.0,,,"전문, 과학 및 기술 서비스업",전문 서비스업,기타 전문 서비스업,,,"전문, 과학 및 기술 서비스업",7/71/716, / 전문 서비스업 / 기타 전문 서비스업,PROFESSIONAL_SVC,전문·과학·기술 서비스,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,69.0,65.0,63.0,63.0,85.0,TBD,TBD,TBD,TBD
721,"건축 기술, 엔지니어링 및 관련 기술 서비스업","건축 기술, 엔지니어링 및 관련 기술 서비스업","건축 기술, 엔지니어링 및 관련 기술 서비스업",minor,3,False,72,7,72.0,721.0,,,"전문, 과학 및 기술 서비스업","건축 기술, 엔지니어링 및 기타 과학기술 서비스업","건축 기술, 엔지니어링 및 관련 기술 서비스업",,,"전문, 과학 및 기술 서비스업",7/72/721," / 건축 기술, 엔지니어링 및 기타 과학기술 서비스업 / 건축 기술, 엔지니어링 및 관련 기술 서비스업",PROFESSIONAL_SVC,전문·과학·기술 서비스,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,69.0,65.0,63.0,63.0,85.0,TBD,TBD,TBD,TBD
729,기타 과학기술 서비스업,기타 과학기술 서비스업,기타 과학기술 서비스업,minor,3,False,72,7,72.0,729.0,,,"전문, 과학 및 기술 서비스업","건축 기술, 엔지니어링 및 기타 과학기술 서비스업",기타 과학기술 서비스업,,,"전문, 과학 및 기술 서비스업",7/72/729," / 건축 기술, 엔지니어링 및 기타 과학기술 서비스업 / 기타 과학기술 서비스업",PROFESSIONAL_SVC,전문·과학·기술 서비스,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,69.0,65.0,63.0,63.0,85.0,TBD,TBD,TBD,TBD
731,수의업,수의업,수의업,minor,3,False,73,7,73.0,731.0,,,"전문, 과학 및 기술 서비스업","기타 전문, 과학 및 기술 서비스업",수의업,,,"전문, 과학 및 기술 서비스업",7/73/731," / 기타 전문, 과학 및 기술 서비스업 / 수의업",PROFESSIONAL_SVC,전문·과학·기술 서비스,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,69.0,65.0,63.0,63.0,85.0,TBD,TBD,TBD,TBD
732,전문 디자인업,전문 디자인업,전문 디자인업,minor,3,False,73,7,73.0,732.0,,,"전문, 과학 및 기술 서비스업","기타 전문, 과학 및 기술 서비스업",전문 디자인업,,,"전문, 과학 및 기술 서비스업",7/73/732," / 기타 전문, 과학 및 기술 서비스업 / 전문 디자인업",PROFESSIONAL_SVC,전문·과학·기술 서비스,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,69.0,65.0,63.0,63.0,85.0,TBD,TBD,TBD,TBD
733,사진 촬영 및 처리업,사진 촬영 및 처리업,사진 촬영 및 처리업,minor,3,False,73,7,73.0,733.0,,,"전문, 과학 및 기술 서비스업","기타 전문, 과학 및 기술 서비스업",사진 촬영 및 처리업,,,"전문, 과학 및 기술 서비스업",7/73/733," / 기타 전문, 과학 및 기술 서비스업 / 사진 촬영 및 처리업",PROFESSIONAL_SVC,전문·과학·기술 서비스,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,69.0,65.0,63.0,63.0,85.0,TBD,TBD,TBD,TBD
739,"그 외 기타 전문, 과학 및 기술 서비스업","그 외 기타 전문, 과학 및 기술 서비스업","그 외 기타 전문, 과학 및 기술 서비스업",minor,3,False,73,7,73.0,739.0,,,"전문, 과학 및 기술 서비스업","기타 전문, 과학 및 기술 서비스업","그 외 기타 전문, 과학 및 기술 서비스업",,,"전문, 과학 및 기술 서비스업",7/73/739," / 기타 전문, 과학 및 기술 서비스업 / 그 외 기타 전문, 과학 및 기술 서비스업",PROFESSIONAL_SVC,전문·과학·기술 서비스,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,69.0,65.0,63.0,63.0,85.0,TBD,TBD,TBD,TBD
741,사업시설 유지ㆍ관리 서비스업,사업시설 유지ㆍ관리 서비스업,사업시설 유지ㆍ관리 서비스업,minor,3,False,74,7,74.0,741.0,,,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,사업시설 유지ㆍ관리 서비스업,,,"사업시설 관리, 사업 지원 및 임대 서비스업",7/74/741, / 사업시설 관리 및 조경 서비스업 / 사업시설 유지ㆍ관리 서비스업,BUSINESS_SVC,사업지원 서비스업,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,,,,,,TBD,TBD,TBD,TBD
742,건물ㆍ산업설비 청소 및 방제 서비스업,건물ㆍ산업설비 청소 및 방제 서비스업,건물ㆍ산업설비 청소 및 방제 서비스업,minor,3,False,74,7,74.0,742.0,,,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,건물ㆍ산업설비 청소 및 방제 서비스업,,,"사업시설 관리, 사업 지원 및 임대 서비스업",7/74/742, / 사업시설 관리 및 조경 서비스업 / 건물ㆍ산업설비 청소 및 방제 서비스업,BUSINESS_SVC,사업지원 서비스업,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,,,,,,TBD,TBD,TBD,TBD
743,조경관리 및 유지 서비스업,조경관리 및 유지 서비스업,조경관리 및 유지 서비스업,minor,3,False,74,7,74.0,743.0,,,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,조경관리 및 유지 서비스업,,,"사업시설 관리, 사업 지원 및 임대 서비스업",7/74/743, / 사업시설 관리 및 조경 서비스업 / 조경관리 및 유지 서비스업,BUSINESS_SVC,사업지원 서비스업,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,,,,,,TBD,TBD,TBD,TBD
751,고용 알선 및 인력 공급업,고용 알선 및 인력 공급업,고용 알선 및 인력 공급업,minor,3,False,75,7,75.0,751.0,,,"사업시설 관리, 사업 지원 및 임대 서비스업",사업 지원 서비스업,고용 알선 및 인력 공급업,,,"사업시설 관리, 사업 지원 및 임대 서비스업",7/75/751, / 사업 지원 서비스업 / 고용 알선 및 인력 공급업,BUSINESS_SVC,사업지원 서비스업,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,,,,,,TBD,TBD,TBD,TBD
752,여행사 및 기타 여행 보조 서비스업,여행사 및 기타 여행 보조 서비스업,여행사 및 기타 여행 보조 서비스업,minor,3,False,75,7,75.0,752.0,,,"사업시설 관리, 사업 지원 및 임대 서비스업",사업 지원 서비스업,여행사 및 기타 여행 보조 서비스업,,,"사업시설 관리, 사업 지원 및 임대 서비스업",7/75/752, / 사업 지원 서비스업 / 여행사 및 기타 여행 보조 서비스업,BUSINESS_SVC,사업지원 서비스업,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,,,,,,TBD,TBD,TBD,TBD
753,"경비, 경호 및 탐정업","경비, 경호 및 탐정업","경비, 경호 및 탐정업",minor,3,False,75,7,75.0,753.0,,,"사업시설 관리, 사업 지원 및 임대 서비스업",사업 지원 서비스업,"경비, 경호 및 탐정업",,,"사업시설 관리, 사업 지원 및 임대 서비스업",7/75/753," / 사업 지원 서비스업 / 경비, 경호 및 탐정업",BUSINESS_SVC,사업지원 서비스업,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,,,,,,TBD,TBD,TBD,TBD
759,기타 사업 지원 서비스업,기타 사업 지원 서비스업,기타 사업 지원 서비스업,minor,3,False,75,7,75.0,759.0,,,"사업시설 관리, 사업 지원 및 임대 서비스업",사업 지원 서비스업,기타 사업 지원 서비스업,,,"사업시설 관리, 사업 지원 및 임대 서비스업",7/75/759, / 사업 지원 서비스업 / 기타 사업 지원 서비스업,BUSINESS_SVC,사업지원 서비스업,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,,,,,,TBD,TBD,TBD,TBD
761,운송장비 임대업,운송장비 임대업,운송장비 임대업,minor,3,False,76,7,76.0,761.0,,,"사업시설 관리, 사업 지원 및 임대 서비스업","임대업, 부동산 제외",운송장비 임대업,,,"사업시설 관리, 사업 지원 및 임대 서비스업",7/76/761," / 임대업, 부동산 제외 / 운송장비 임대업",BUSINESS_SVC,사업지원 서비스업,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,,,,,,TBD,TBD,TBD,TBD
762,개인 및 가정용품 임대업,개인 및 가정용품 임대업,개인 및 가정용품 임대업,minor,3,False,76,7,76.0,762.0,,,"사업시설 관리, 사업 지원 및 임대 서비스업","임대업, 부동산 제외",개인 및 가정용품 임대업,,,"사업시설 관리, 사업 지원 및 임대 서비스업",7/76/762," / 임대업, 부동산 제외 / 개인 및 가정용품 임대업",BUSINESS_SVC,사업지원 서비스업,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,,,,,,TBD,TBD,TBD,TBD
763,산업용 기계 및 장비 임대업,산업용 기계 및 장비 임대업,산업용 기계 및 장비 임대업,minor,3,False,76,7,76.0,763.0,,,"사업시설 관리, 사업 지원 및 임대 서비스업","임대업, 부동산 제외",산업용 기계 및 장비 임대업,,,"사업시설 관리, 사업 지원 및 임대 서비스업",7/76/763," / 임대업, 부동산 제외 / 산업용 기계 및 장비 임대업",BUSINESS_SVC,사업지원 서비스업,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,,,,,,TBD,TBD,TBD,TBD
764,무형 재산권 임대업,무형 재산권 임대업,무형 재산권 임대업,minor,3,False,76,7,76.0,764.0,,,"사업시설 관리, 사업 지원 및 임대 서비스업","임대업, 부동산 제외",무형 재산권 임대업,,,"사업시설 관리, 사업 지원 및 임대 서비스업",7/76/764," / 임대업, 부동산 제외 / 무형 재산권 임대업",BUSINESS_SVC,사업지원 서비스업,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,,,,,,TBD,TBD,TBD,TBD
841,입법 및 일반 정부 행정,입법 및 일반 정부 행정,입법 및 일반 정부 행정,minor,3,False,84,8,84.0,841.0,,,"공공 행정, 국방 및 사회보장 행정","공공 행정, 국방 및 사회보장 행정",입법 및 일반 정부 행정,,,"공공 행정, 국방 및 사회보장 행정",8/84/841," / 공공 행정, 국방 및 사회보장 행정 / 입법 및 일반 정부 행정",PUBLIC_ADMIN,공공행정·국방,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,64.0,60.0,61.0,57.0,80.0,TBD,TBD,TBD,TBD
842,사회 및 산업정책 행정,사회 및 산업정책 행정,사회 및 산업정책 행정,minor,3,False,84,8,84.0,842.0,,,"공공 행정, 국방 및 사회보장 행정","공공 행정, 국방 및 사회보장 행정",사회 및 산업정책 행정,,,"공공 행정, 국방 및 사회보장 행정",8/84/842," / 공공 행정, 국방 및 사회보장 행정 / 사회 및 산업정책 행정",PUBLIC_ADMIN,공공행정·국방,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,64.0,60.0,61.0,57.0,80.0,TBD,TBD,TBD,TBD
843,외무 및 국방 행정,외무 및 국방 행정,외무 및 국방 행정,minor,3,False,84,8,84.0,843.0,,,"공공 행정, 국방 및 사회보장 행정","공공 행정, 국방 및 사회보장 행정",외무 및 국방 행정,,,"공공 행정, 국방 및 사회보장 행정",8/84/843," / 공공 행정, 국방 및 사회보장 행정 / 외무 및 국방 행정",PUBLIC_ADMIN,공공행정·국방,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,64.0,60.0,61.0,57.0,80.0,TBD,TBD,TBD,TBD
844,사법 및 공공 질서 행정,사법 및 공공 질서 행정,사법 및 공공 질서 행정,minor,3,False,84,8,84.0,844.0,,,"공공 행정, 국방 및 사회보장 행정","공공 행정, 국방 및 사회보장 행정",사법 및 공공 질서 행정,,,"공공 행정, 국방 및 사회보장 행정",8/84/844," / 공공 행정, 국방 및 사회보장 행정 / 사법 및 공공 질서 행정",PUBLIC_ADMIN,공공행정·국방,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,64.0,60.0,61.0,57.0,80.0,TBD,TBD,TBD,TBD
